event_id,event_name,venue,event_type,date,time,start,end,estimated_attendance,attendance_source,year,month,day,day_of_week,hour,is_weekend,source_url
43,Kill the Noise,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,44378,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=2&year=2013
44,Zane Lowe,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,41289,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=2&year=2013
45,Madeon,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,29076,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=2&year=2013
46,Magda,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,39872,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=2&year=2013
47,Andy Moor,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,29831,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
48,NERVO,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,17074,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
49,Kele Okereke,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,39063,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
50,The Prodigy,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,27468,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
51,Rita Ora,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,17865,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
52,Dizzee Rascal,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,25933,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
53,W&W,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,29345,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
54,Sven Väth,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,28757,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
55,Ricardo Villalobos,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,18209,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
56,Dimitri Vegas & Like Mike,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,44318,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
57,tyDi,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,38522,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
58,PSY,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,30427,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
59,Seth Troxler,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,19969,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
60,The Temper Trap,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,17558,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
61,Super8 & Tab,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,26231,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
62,The Stone Roses,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,27207,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
63,Stafford Brothers,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,43684,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
64,Rudimental,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,21984,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=3&year=2013
65,Timmy Trumpet,Royal Randwick Racecourse,concert,2013-03-09,7:00 PM,2013-03-09 19:00:00,2013-03-09 23:00:00,28104,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2013,3,9,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?page=4&year=2013
66,Client Liaison,Royal Randwick Racecourse,concert,2019-10-12,7:00 PM,2019-10-12 19:00:00,2019-10-12 23:00:00,38714,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2019,10,12,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?year=2019
67,Kelly Rowland,Royal Randwick Racecourse,concert,2019-10-19,7:00 PM,2019-10-19 19:00:00,2019-10-19 23:00:00,16356,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2019,10,19,Saturday,19,1,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?year=2019
68,Sneaky Sound System,Royal Randwick Racecourse,concert,2019-11-05,7:00 PM,2019-11-05 19:00:00,2019-11-05 23:00:00,15756,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2019,11,5,Tuesday,19,0,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?year=2019
69,Young Franco,Royal Randwick Racecourse,concert,2019-11-05,7:00 PM,2019-11-05 19:00:00,2019-11-05 23:00:00,30374,Simulated estimate based on event type and typical Royal Randwick attendance ranges,2019,11,5,Tuesday,19,0,https://www.setlist.fm/venue/royal-randwick-racecourse-sydney-australia-1bd73538.html?year=2019
