event_id,event_name,venue,event_type,date,time,start,end,estimated_attendance,attendance_source,year,month,day,day_of_week,hour,is_weekend,source_url
12,Status Quo,Hordern Pavilion,concert,2013-03-27,7:00 PM,2013-03-27 19:00:00,2013-03-27 23:00:00,5500,venue_capacity_proxy,2013,3,27,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2013
13,Iggy and The Stooges,Hordern Pavilion,concert,2013-04-02,7:00 PM,2013-04-02 19:00:00,2013-04-02 23:00:00,5500,venue_capacity_proxy,2013,4,2,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2013
14,Beasts of Bourbon,Hordern Pavilion,concert,2013-04-02,7:00 PM,2013-04-02 19:00:00,2013-04-02 23:00:00,5500,venue_capacity_proxy,2013,4,2,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2013
15,The xx,Hordern Pavilion,concert,2013-04-06,7:00 PM,2013-04-06 19:00:00,2013-04-06 23:00:00,5500,venue_capacity_proxy,2013,4,6,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2013
16,Jagwar Ma,Hordern Pavilion,concert,2013-04-06,7:00 PM,2013-04-06 19:00:00,2013-04-06 23:00:00,5500,venue_capacity_proxy,2013,4,6,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2013
17,The xx,Hordern Pavilion,concert,2013-04-07,7:00 PM,2013-04-07 19:00:00,2013-04-07 23:00:00,5500,venue_capacity_proxy,2013,4,7,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
18,Jagwar Ma,Hordern Pavilion,concert,2013-04-07,7:00 PM,2013-04-07 19:00:00,2013-04-07 23:00:00,5500,venue_capacity_proxy,2013,4,7,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
19,The Script,Hordern Pavilion,concert,2013-04-11,7:00 PM,2013-04-11 19:00:00,2013-04-11 23:00:00,5500,venue_capacity_proxy,2013,4,11,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
20,Guy Sebastian,Hordern Pavilion,concert,2013-04-19,7:00 PM,2013-04-19 19:00:00,2013-04-19 23:00:00,5500,venue_capacity_proxy,2013,4,19,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
21,David Ryan Harris,Hordern Pavilion,concert,2013-04-19,7:00 PM,2013-04-19 19:00:00,2013-04-19 23:00:00,5500,venue_capacity_proxy,2013,4,19,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
22,Guy Sebastian,Hordern Pavilion,concert,2013-04-20,7:00 PM,2013-04-20 19:00:00,2013-04-20 23:00:00,5500,venue_capacity_proxy,2013,4,20,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
23,David Ryan Harris,Hordern Pavilion,concert,2013-04-20,7:00 PM,2013-04-20 19:00:00,2013-04-20 23:00:00,5500,venue_capacity_proxy,2013,4,20,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
24,Flume,Hordern Pavilion,concert,2013-04-29,7:00 PM,2013-04-29 19:00:00,2013-04-29 23:00:00,5500,venue_capacity_proxy,2013,4,29,Monday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
25,Flume,Hordern Pavilion,concert,2013-04-30,7:00 PM,2013-04-30 19:00:00,2013-04-30 23:00:00,5500,venue_capacity_proxy,2013,4,30,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
26,Chet Faker,Hordern Pavilion,concert,2013-04-30,7:00 PM,2013-04-30 19:00:00,2013-04-30 23:00:00,5500,venue_capacity_proxy,2013,4,30,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2013
27,Tame Impala,Hordern Pavilion,concert,2013-05-02,7:00 PM,2013-05-02 19:00:00,2013-05-02 23:00:00,5500,venue_capacity_proxy,2013,5,2,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
28,Midnight Juggernauts,Hordern Pavilion,concert,2013-05-02,7:00 PM,2013-05-02 19:00:00,2013-05-02 23:00:00,5500,venue_capacity_proxy,2013,5,2,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
29,A$AP Rocky,Hordern Pavilion,concert,2013-06-28,7:00 PM,2013-06-28 19:00:00,2013-06-28 23:00:00,5500,venue_capacity_proxy,2013,6,28,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
30,Manic Street Preachers,Hordern Pavilion,concert,2013-07-05,7:00 PM,2013-07-05 19:00:00,2013-07-05 23:00:00,5500,venue_capacity_proxy,2013,7,5,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
31,Hungry Kids of Hungary,Hordern Pavilion,concert,2013-07-05,7:00 PM,2013-07-05 19:00:00,2013-07-05 23:00:00,5500,venue_capacity_proxy,2013,7,5,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
32,James Dean Bradfield,Hordern Pavilion,concert,2013-07-05,7:00 PM,2013-07-05 19:00:00,2013-07-05 23:00:00,5500,venue_capacity_proxy,2013,7,5,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
33,Dream On Dreamer,Hordern Pavilion,concert,2013-07-13,7:00 PM,2013-07-13 19:00:00,2013-07-13 23:00:00,5500,venue_capacity_proxy,2013,7,13,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
34,The Devil Wears Prada,Hordern Pavilion,concert,2013-07-13,7:00 PM,2013-07-13 19:00:00,2013-07-13 23:00:00,5500,venue_capacity_proxy,2013,7,13,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
35,A Day to Remember,Hordern Pavilion,concert,2013-07-13,7:00 PM,2013-07-13 19:00:00,2013-07-13 23:00:00,5500,venue_capacity_proxy,2013,7,13,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
36,alt‐J,Hordern Pavilion,concert,2013-07-31,7:00 PM,2013-07-31 19:00:00,2013-07-31 23:00:00,5500,venue_capacity_proxy,2013,7,31,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2013
37,The Cult,Hordern Pavilion,concert,2013-10-04,7:00 PM,2013-10-04 19:00:00,2013-10-04 23:00:00,5500,venue_capacity_proxy,2013,10,4,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
38,Bring Me the Horizon,Hordern Pavilion,concert,2013-10-06,7:00 PM,2013-10-06 19:00:00,2013-10-06 23:00:00,5500,venue_capacity_proxy,2013,10,6,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
39,Crossfaith,Hordern Pavilion,concert,2013-10-06,7:00 PM,2013-10-06 19:00:00,2013-10-06 23:00:00,5500,venue_capacity_proxy,2013,10,6,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
40,Of Mice & Men,Hordern Pavilion,concert,2013-10-06,7:00 PM,2013-10-06 19:00:00,2013-10-06 23:00:00,5500,venue_capacity_proxy,2013,10,6,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
41,Bear’s Den,Hordern Pavilion,concert,2013-10-11,7:00 PM,2013-10-11 19:00:00,2013-10-11 23:00:00,5500,venue_capacity_proxy,2013,10,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
42,Matt Corby,Hordern Pavilion,concert,2013-10-11,7:00 PM,2013-10-11 19:00:00,2013-10-11 23:00:00,5500,venue_capacity_proxy,2013,10,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
43,Buckcherry,Hordern Pavilion,concert,2013-12-07,7:00 PM,2013-12-07 19:00:00,2013-12-07 23:00:00,5500,venue_capacity_proxy,2013,12,7,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
44,Fozzy,Hordern Pavilion,concert,2013-12-07,7:00 PM,2013-12-07 19:00:00,2013-12-07 23:00:00,5500,venue_capacity_proxy,2013,12,7,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
45,Steel Panther,Hordern Pavilion,concert,2013-12-07,7:00 PM,2013-12-07 19:00:00,2013-12-07 23:00:00,5500,venue_capacity_proxy,2013,12,7,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
46,The Roots,Hordern Pavilion,concert,2013-12-27,7:00 PM,2013-12-27 19:00:00,2013-12-27 23:00:00,5500,venue_capacity_proxy,2013,12,27,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2013
47,Vampire Weekend,Hordern Pavilion,concert,2014-01-08,7:00 PM,2014-01-08 19:00:00,2014-01-08 23:00:00,5500,venue_capacity_proxy,2014,1,8,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2014
48,Gang of Youths,Hordern Pavilion,concert,2014-01-08,7:00 PM,2014-01-08 19:00:00,2014-01-08 23:00:00,5500,venue_capacity_proxy,2014,1,8,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2014
49,Phoenix,Hordern Pavilion,concert,2014-03-05,7:00 PM,2014-03-05 19:00:00,2014-03-05 23:00:00,5500,venue_capacity_proxy,2014,3,5,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
50,World’s End Press,Hordern Pavilion,concert,2014-03-05,7:00 PM,2014-03-05 19:00:00,2014-03-05 23:00:00,5500,venue_capacity_proxy,2014,3,5,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
51,John Butler Trio,Hordern Pavilion,concert,2014-04-11,7:00 PM,2014-04-11 19:00:00,2014-04-11 23:00:00,5500,venue_capacity_proxy,2014,4,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
52,Emma Louise,Hordern Pavilion,concert,2014-04-11,7:00 PM,2014-04-11 19:00:00,2014-04-11 23:00:00,5500,venue_capacity_proxy,2014,4,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
53,The Doobie Brothers,Hordern Pavilion,concert,2014-04-23,7:00 PM,2014-04-23 19:00:00,2014-04-23 23:00:00,5500,venue_capacity_proxy,2014,4,23,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
54,Wave Racer,Hordern Pavilion,concert,2014-04-24,7:00 PM,2014-04-24 19:00:00,2014-04-24 23:00:00,5500,venue_capacity_proxy,2014,4,24,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
55,Touch Sensitive,Hordern Pavilion,concert,2014-04-24,7:00 PM,2014-04-24 19:00:00,2014-04-24 23:00:00,5500,venue_capacity_proxy,2014,4,24,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
56,Disclosure,Hordern Pavilion,concert,2014-04-24,7:00 PM,2014-04-24 19:00:00,2014-04-24 23:00:00,5500,venue_capacity_proxy,2014,4,24,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
57,Ellie Goulding,Hordern Pavilion,concert,2014-06-03,7:00 PM,2014-06-03 19:00:00,2014-06-03 23:00:00,5500,venue_capacity_proxy,2014,6,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
58,BROODS,Hordern Pavilion,concert,2014-06-03,7:00 PM,2014-06-03 19:00:00,2014-06-03 23:00:00,5500,venue_capacity_proxy,2014,6,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2014
59,Bastille,Hordern Pavilion,concert,2014-06-14,7:00 PM,2014-06-14 19:00:00,2014-06-14 23:00:00,5500,venue_capacity_proxy,2014,6,14,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
60,Lorde,Hordern Pavilion,concert,2014-07-11,7:00 PM,2014-07-11 19:00:00,2014-07-11 23:00:00,5500,venue_capacity_proxy,2014,7,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
61,SAFIA,Hordern Pavilion,concert,2014-07-11,7:00 PM,2014-07-11 19:00:00,2014-07-11 23:00:00,5500,venue_capacity_proxy,2014,7,11,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
62,SAFIA,Hordern Pavilion,concert,2014-07-12,7:00 PM,2014-07-12 19:00:00,2014-07-12 23:00:00,5500,venue_capacity_proxy,2014,7,12,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
63,Lorde,Hordern Pavilion,concert,2014-07-12,7:00 PM,2014-07-12 19:00:00,2014-07-12 23:00:00,5500,venue_capacity_proxy,2014,7,12,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
64,Allday,Hordern Pavilion,concert,2014-07-25,7:00 PM,2014-07-25 19:00:00,2014-07-25 23:00:00,5500,venue_capacity_proxy,2014,7,25,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
65,Lily Allen,Hordern Pavilion,concert,2014-07-25,7:00 PM,2014-07-25 19:00:00,2014-07-25 23:00:00,5500,venue_capacity_proxy,2014,7,25,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
66,Childish Gambino,Hordern Pavilion,concert,2014-07-27,7:00 PM,2014-07-27 19:00:00,2014-07-27 23:00:00,5500,venue_capacity_proxy,2014,7,27,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
67,Kasabian,Hordern Pavilion,concert,2014-08-10,7:00 PM,2014-08-10 19:00:00,2014-08-10 23:00:00,5500,venue_capacity_proxy,2014,8,10,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
68,The Delta Riggs,Hordern Pavilion,concert,2014-08-10,7:00 PM,2014-08-10 19:00:00,2014-08-10 23:00:00,5500,venue_capacity_proxy,2014,8,10,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2014
69,Stray From the Path,Hordern Pavilion,concert,2014-09-04,7:00 PM,2014-09-04 19:00:00,2014-09-04 23:00:00,5500,venue_capacity_proxy,2014,9,4,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
70,Issues,Hordern Pavilion,concert,2014-09-04,7:00 PM,2014-09-04 19:00:00,2014-09-04 23:00:00,5500,venue_capacity_proxy,2014,9,4,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
71,Deez Nuts,Hordern Pavilion,concert,2014-09-04,7:00 PM,2014-09-04 19:00:00,2014-09-04 23:00:00,5500,venue_capacity_proxy,2014,9,4,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
72,Architects,Hordern Pavilion,concert,2014-09-04,7:00 PM,2014-09-04 19:00:00,2014-09-04 23:00:00,5500,venue_capacity_proxy,2014,9,4,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
73,The Amity Affliction,Hordern Pavilion,concert,2014-09-04,7:00 PM,2014-09-04 19:00:00,2014-09-04 23:00:00,5500,venue_capacity_proxy,2014,9,4,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
74,The Cat Empire,Hordern Pavilion,concert,2014-10-18,7:00 PM,2014-10-18 19:00:00,2014-10-18 23:00:00,5500,venue_capacity_proxy,2014,10,18,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
75,Hilltop Hoods,Hordern Pavilion,concert,2014-10-24,7:00 PM,2014-10-24 19:00:00,2014-10-24 23:00:00,5500,venue_capacity_proxy,2014,10,24,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
76,Pseudo Echo,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
77,Mi‐Sex,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
78,Wendy Matthews,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
79,Machinations,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
80,GANGgajang,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
81,Eurogliders,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
82,Moving Pictures,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
83,1927,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
84,Swanee,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
85,Jon Stevens,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
86,Dragon,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
87,Rose Tattoo,Hordern Pavilion,concert,2014-10-25,7:00 PM,2014-10-25 19:00:00,2014-10-25 23:00:00,5500,venue_capacity_proxy,2014,10,25,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2014
88,Sean Paul,Hordern Pavilion,concert,2014-11-13,7:00 PM,2014-11-13 19:00:00,2014-11-13 23:00:00,5500,venue_capacity_proxy,2014,11,13,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2014
89,Circa Waves,Hordern Pavilion,concert,2015-01-16,7:00 PM,2015-01-16 19:00:00,2015-01-16 23:00:00,5500,venue_capacity_proxy,2015,1,16,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
90,The 1975,Hordern Pavilion,concert,2015-01-16,7:00 PM,2015-01-16 19:00:00,2015-01-16 23:00:00,5500,venue_capacity_proxy,2015,1,16,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
91,Circa Waves,Hordern Pavilion,concert,2015-01-17,7:00 PM,2015-01-17 19:00:00,2015-01-17 23:00:00,5500,venue_capacity_proxy,2015,1,17,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
92,The 1975,Hordern Pavilion,concert,2015-01-17,7:00 PM,2015-01-17 19:00:00,2015-01-17 23:00:00,5500,venue_capacity_proxy,2015,1,17,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
93,Catfish and the Bottlemen,Hordern Pavilion,concert,2015-01-20,7:00 PM,2015-01-20 19:00:00,2015-01-20 23:00:00,5500,venue_capacity_proxy,2015,1,20,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
94,The Kooks,Hordern Pavilion,concert,2015-01-20,7:00 PM,2015-01-20 19:00:00,2015-01-20 23:00:00,5500,venue_capacity_proxy,2015,1,20,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
95,Masketta Fall,Hordern Pavilion,concert,2015-01-23,7:00 PM,2015-01-23 19:00:00,2015-01-23 23:00:00,5500,venue_capacity_proxy,2015,1,23,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
96,Short Stack,Hordern Pavilion,concert,2015-01-23,7:00 PM,2015-01-23 19:00:00,2015-01-23 23:00:00,5500,venue_capacity_proxy,2015,1,23,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
97,The Vamps,Hordern Pavilion,concert,2015-01-23,7:00 PM,2015-01-23 19:00:00,2015-01-23 23:00:00,5500,venue_capacity_proxy,2015,1,23,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
98,Roland Tings,Hordern Pavilion,concert,2015-02-13,7:00 PM,2015-02-13 19:00:00,2015-02-13 23:00:00,5500,venue_capacity_proxy,2015,2,13,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2015
99,GL,Hordern Pavilion,concert,2015-02-13,7:00 PM,2015-02-13 19:00:00,2015-02-13 23:00:00,5500,venue_capacity_proxy,2015,2,13,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
